beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support
,1.76,1.6,1.74,1.75,1.74,1.84,1.96,2.02,2.1,2.16,2.28,2.43,2.41,2.54,2.42,2.39,2.25,2.18,2.02,1.98,1.94,1.84,1.84,1.78,1.73,1.92,1.94,2.0,2.03,2.02,2.47,2.55,2.16,2.37,2.52,2.74,3.16,3.4,3.74,4.14322,4.08439,4.30877,4.51397,4.65876,4.83874,5.21417,5.5503,5.59286,5.39005,5.32,5.56,5.84,5.74,5.8,5.82,5.84,5.78,5.9,5.72,29637450.0,29964000.0,30308500.0,30712000.0,31139450.0,31444950.0,31681000.0,31987155.0,32294655.0,32548300.0,32664300.0,32783500.0,33055650.0,33357200.0,33678899.0,34015199.0,34356300.0,34689050.0,34965600.0,35247217.0,35574150.0,35898587.0,36230481.0,36571808.0,36904134.0,37201885.0,37456119.0,37668045.0,37824487.0,37961529.0,38110782.0,38246193.0,38363667.0,38461408.0,38542652.0,38594998.0,38624370.0,38649660.0,38663481.0,38660271.0,38258629.0,38248076.0,38230364.0,38204570.0,38182222.0,38165445.0,38141267.0,38120560.0,38125759.0,38151603.0,38042794.0,38063255.0,38063164.0,38040196.0,38011735.0,37986412.0,37970087.0,37974826.0,37974750.0,37965475.0,37899070.0,37747124.0,36821749.0,36685849.0,,,-0.052926231,,0.067381576,-0.004292628,-0.072977275,-0.03269821,-0.143367842,-0.070496768,-0.099409871,-0.097280823,-0.127978221,,0.782473147,,0.772223353,,0.820649087,0.794900477,0.868148923,0.811301708,0.775931358,0.875357091,0.793462157,0.870707512,0.830842614,,0.715110958,,0.760025561,,0.690350533,0.736897647,0.725359917,0.787489176,0.784124315,0.776996672,0.73438257,0.77662462,0.677435517,,0.652996957,,0.781119823,,0.982480645,1.02746582,1.049845338,1.056877136,0.98574698,0.97402674,0.957257986,0.675346136,0.651249409,,5.587209225,,5.886137486,,5.772027493,5.887029648,5.646204948,5.87593174,5.746131897,5.750282288,6.007021904,6.162076473,6.201268196,,9.752287865,,9.881410599,,9.950027466,9.98831749,10.03673458,10.05268764,10.06711483,10.10016727,10.13855839,10.16722965,10.21157646,,0.921527624,,0.912639678,,0.916798174,0.95506531,0.904578626,0.935923874,0.911934912,0.923642278,0.893090427,0.91739881,0.881854117,
,0.3,0.27,0.39,0.39,0.5,0.61,0.65,0.73,0.97,0.99,1.19,1.96,2.33,2.35,2.11,2.2,2.71,2.65,2.56,2.94,2.48,2.53,2.31,2.46,2.49,3.0,3.36,4.01,4.23,4.1,4.07,3.94,3.9,4.05,3.92,3.87,3.88,3.8,3.89,3.4533,3.2809,3.22095,3.21774,3.32389,3.26544,3.21226,3.15659,3.09825,3.03799,3.03,2.75,2.64,2.58,2.47,2.57,2.62,2.62,2.62,2.62,8857716.0,8929316.0,8993985.0,9030355.0,9035365.0,8998595.0,8930990.0,8874520.0,8836650.0,8757705.0,8680431.0,8643756.0,8630430.0,8633100.0,8754365.0,9093470.0,9355810.0,9455675.0,9558250.0,9661265.0,9766312.0,9851362.0,9911771.0,9957865.0,9996232.0,10023613.0,10032734.0,10030031.0,10019610.0,10005000.0,9983218.0,9960235.0,9952494.0,9964675.0,9991525.0,10026176.0,10063945.0,10108977.0,10160196.0,10217828.0,10289898.0,10362722.0,10419631.0,10458821.0,10483861.0,10503330.0,10522288.0,10542964.0,10558177.0,10568247.0,10573100.0,10557560.0,10514844.0,10457295.0,10401062.0,10358076.0,10325452.0,10300300.0,10283822.0,10286263.0,10297081.0,10361831.0,10409704.0,10525347.0,,-0.180826977,,-0.219696864,,-0.108383298,-0.175307617,-0.099241018,-0.120431803,-0.1285045,-0.165296271,-0.22725527,-0.177407518,-0.262738109,,0.882068098,,0.646464109,,0.721036375,0.875092566,0.773821414,0.78803277,0.846810102,0.800440311,0.83806932,0.905065656,0.877404213,,0.708912194,,0.70293057,,0.741612136,0.725109041,0.728934467,0.699667215,0.705072284,0.657176316,0.683566213,0.649151087,0.679104149,,1.092808723,,1.095159054,,0.912445068,0.924824893,0.90190047,0.907849073,0.956860006,1.023220062,1.065478444,1.14347434,,,5.405246258,,5.716966629,,5.094525814,5.219997883,4.993962288,5.157688141,5.12691164,5.080866337,5.446637154,5.711499214,5.919822693,,10.2020216,,10.22522259,,10.21238518,10.19541836,10.15835667,10.15247917,10.16676331,10.18896103,10.20817947,10.23770332,10.26201248,,0.905289888,,0.885925412,,0.863906741,0.855960667,0.86603862,0.867180824,0.86182946,0.866213858,0.90463537,0.899984837,0.887113273
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.35,0.5,0.08,0.2,0.28,0.5,0.4,0.12,0.26,0.23,0.21,0.19,0.12,0.13,0.12,0.11,0.09,0.07,0.1,0.09,0.11,0.11,0.15,0.15,0.17,0.14,0.13,0.09093,0.12886,0.19242,0.2269,0.2521,0.32743,0.37684,0.36147,0.34295,0.32699,0.31,0.3,0.31,0.29,0.28,0.28,0.29,0.29,0.29,0.29,36385.0,40111.0,45123.0,50950.0,57531.0,64843.0,73102.0,82517.0,93022.0,104517.0,118007.0,133096.0,148338.0,163734.0,179299.0,195043.0,210990.0,227177.0,243624.0,260368.0,277450.0,294887.0,312608.0,330454.0,348241.0,365868.0,382328.0,397391.0,412142.0,426896.0,441675.0,456486.0,471293.0,486041.0,500683.0,515133.0,529265.0,550591.0,580997.0,613302.0,645937.0,678831.0,713186.0,748525.0,777943.0,848710.0,1015060.0,1231893.0,1444277.0,1610274.0,1713504.0,1804171.0,1905660.0,2035501.0,2214465.0,2414573.0,2595166.0,2711755.0,2766732.0,2807235.0,2760385.0,2688235.0,2695122.0,2716391.0,,,,,0.20153521,0.069931932,-0.022148103,0.12791191,,,,,,,,,,,0.864991903,,0.904687464,0.924333632,,,,,,,,,,,0.677911639,,0.76092732,0.765898824,,,,,,,,,,,0.110039175,0.070845008,0.044906914,0.150912732,,,-0.074040085,,,,,,,,6.417824268,6.849652767,6.591604233,6.611298561,,,6.374529362,,,,,,,,11.67048359,11.73719501,11.77027607,11.73848248,,,11.6931572,,,,,,,,0.894493103,,0.857350588,0.838131666,,,,,,
,0.77,0.84,0.87,0.91,0.98,1.08,1.16,1.21,1.26,1.45,1.63,1.63,1.81,2.06,2.28,2.33,2.33,2.55,2.96,2.99,3.06,3.04,3.02,2.94,2.95,3.19,0.38,3.36,3.34,2.89,2.71,2.78,2.76,2.64,2.46,2.24,2.12,2.76,3.09,3.37552,3.32314,3.39666,3.6455,4.24733,4.07932,4.63564,5.62141,5.7447,5.18661,4.83,5.0,5.35,5.14,4.86,5.22,5.25,5.28,5.33,5.33,18406905.0,18555250.0,18676550.0,18797850.0,18919126.0,19031576.0,19215450.0,19534242.0,19799831.0,20009141.0,20250398.0,20461567.0,20657957.0,20835681.0,21029429.0,21293583.0,21551634.0,21756096.0,21951464.0,22090488.0,22207282.0,22353070.0,22475741.0,22560478.0,22640547.0,22732999.0,22836841.0,22949430.0,23057662.0,23161458.0,23201835.0,23001155.0,22794284.0,22763280.0,22730211.0,22684270.0,22619004.0,22553978.0,22507344.0,22472040.0,22442971.0,22131970.0,21730496.0,21574326.0,21451748.0,21319685.0,21193760.0,20882982.0,20537875.0,20367487.0,20246871.0,20147528.0,20058035.0,19983693.0,19908979.0,19815616.0,19702267.0,19588715.0,19473970.0,19371648.0,19265250.0,19122059.0,19047009.0,19056116.0,,,-0.189876899,,-0.197501257,-0.086716868,-0.141889691,-0.113082878,-0.13090615,-0.102007471,-0.143028185,-0.117233559,-0.161854967,-0.220031843,0.800120592,,0.685747743,,0.60582763,0.565536737,0.650402188,0.644536138,0.654542148,0.754235506,0.795847714,0.8217206,0.838586688,0.84515959,0.642015934,,0.644177675,,0.548347473,0.596489191,0.542729139,0.555993974,0.639820933,0.654498339,0.714146495,0.694415331,0.733730376,0.735342503,0.246734858,,0.348688394,,0.412251323,0.352862179,0.281113923,0.200435579,0.245328277,0.238631472,0.337605774,0.4084723,0.287310094,,5.048648357,,5.393723965,,5.367565155,4.909165859,5.02275753,5.166874886,5.081584454,5.726893425,5.777491093,5.96887064,6.089904785,6.150878906,9.587582588,,9.752139091,,9.795575142,9.772995949,9.798009872,9.814766884,9.853186607,9.887231827,9.930908203,9.983716965,10.05677509,10.11209297,0.837685466,,0.736480415,,0.812449574,0.689065635,0.752606809,0.740043104,0.777552068,0.75294137,0.786967337,0.809229195,0.811240137,0.81793046
,0.0,0.0,0.0,0.0,0.26,0.28,0.29,0.3,0.29,0.33,0.36,0.4,0.43,0.48,0.53,0.68,0.73,0.83,0.68,0.86,0.99,0.97,0.88,0.89,0.93,0.9,0.87,0.83,0.94,0.85,1.02,0.98,1.19,0.81,1.01,0.98,0.63,1.01,0.51,0.58151,0.53818,0.58336,0.44578,0.45552,0.53732,0.62687,0.65257,0.57399,0.71268,0.16,0.18,0.2,0.21,0.19,0.23,0.24,0.21,0.23,0.23,2966162.0,3046654.0,3122124.0,3191311.0,3263640.0,3348631.0,3444021.0,3549461.0,3662010.0,3777879.0,3896367.0,4015403.0,4135579.0,4259484.0,4386369.0,4515756.0,4648207.0,4783252.0,4921953.0,5074374.0,5247532.0,5441966.0,5652900.0,5859396.0,6056729.0,6266752.0,6497804.0,6735829.0,6953975.0,7141974.0,7319962.0,7485681.0,7657208.0,7904740.0,6732665.0,5686897.0,6715510.0,7666732.0,7914645.0,8009587.0,8109989.0,8223941.0,8372306.0,8567992.0,8791853.0,9026299.0,9270066.0,9523168.0,9781996.0,10043737.0,10309031.0,10576932.0,10840334.0,11101350.0,11368451.0,11642959.0,11930899.0,12230339.0,12531808.0,12835028.0,13146362.0,13461888.0,13776698.0,14094683.0,,,,0.020282587,0.002112658,,-0.036040705,-0.009294649,-0.025152724,-0.021285903,0.026226774,0.02614033,0.050674845,0.057107586,,0.915480852,,0.752293468,0.765569031,,0.829036176,0.835491359,0.904272258,0.894025266,0.907892346,0.910736382,0.908114851,0.924231648,,0.735015929,,0.64295435,0.677697778,,0.665473878,0.702794313,0.760014296,0.762844026,0.721182585,0.752310693,0.762161076,0.793367624,,-0.952124476,,-0.817912877,-0.899094939,,-0.752953529,-0.754135847,-0.661027551,-0.712715983,-0.560955465,-0.605929792,-0.54128325,,,4.21470356,,4.362988949,4.029761791,,4.097435951,3.333047867,3.466387749,3.595678329,3.483108997,3.332989931,3.10837388,3.5610466,,7.015327454,,7.141649723,7.174898624,,7.27022171,7.327535152,7.347784042,7.396255016,7.456479549,7.490113258,7.525214672,7.567531109,,0.717583358,,0.485680968,0.559390426,,0.569859505,0.637147248,0.749632955,0.748304188,0.678143561,0.665130913,0.516550004,0.616172731
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.21,0.23,0.22,0.19,0.32,0.3,0.39,0.25,0.19,0.21,0.21,0.15,0.16,0.21,0.06,0.03,0.05,0.06,0.06,0.06,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4165563.0,4306048.0,4458516.0,4621655.0,4795130.0,4978922.0,5173237.0,5381026.0,5604582.0,5844843.0,6106191.0,6396658.0,6724260.0,7088758.0,7483506.0,7897544.0,8319556.0,8755219.0,9210564.0,9682002.0,10171710.0,10678211.0,11201154.0,11746020.0,12310361.0,12890245.0,13483349.0,14089798.0,14713715.0,15353227.0,16004763.0,16654276.0,17281350.0,17846461.0,18367528.0,18888857.0,19410280.0,19938377.0,20472580.0,21009660.0,21547390.0,22085929.0,22623415.0,23150847.0,23661808.0,24397644.0,25382870.0,26400068.0,27437353.0,28483797.0,29411929.0,30150945.0,30821543.0,31482498.0,32125564.0,32749848.0,33416270.0,34193122.0,35018133.0,35827362.0,35997107.0,35950396.0,36408820.0,36947025.0,,,-0.012513813,-0.039262556,-0.127059385,-0.049950983,-0.15949437,-0.137280002,-0.098937377,-0.090502188,-0.062835291,-0.150336474,-0.14906089,-0.209563509,,,0.622070193,0.531811953,0.639405668,0.677777231,0.603455663,0.560455382,0.661042333,0.762251675,0.820207238,0.774267733,0.814142168,0.85492152,0.729597867,,0.7722435,0.709539413,0.741835833,0.64508909,0.725970685,0.715217471,0.744080245,0.705040038,0.723607719,0.792998552,0.7748757,0.764405489,-0.889995992,,-1.085924983,-1.033571839,-1.156711578,-1.007395387,-1.185998559,-1.173164248,-1.154096365,-1.083929062,-1.234496951,-1.096985221,-1.148168445,,7.079644203,,7.266694069,6.811370373,6.14759016,6.307098389,6.699789524,6.396359444,6.495132923,6.27837801,6.345491886,6.473921299,6.294282436,6.356393337,10.72631359,,10.71730518,10.75104046,10.70282841,10.72373486,10.78982639,10.8129282,10.81048679,10.81894684,10.83414841,10.8282032,10.80050182,10.79797173,0.867819488,,0.891524911,0.823053539,0.921288133,0.87959832,0.829633653,0.867100954,0.826695323,0.818419814,0.819749713,0.889932334,0.840086281,0.867848396
,0.24,0.24,0.29,0.26,0.24,0.2,0.17,0.18,0.19,0.21,0.22,0.25,0.22,0.21,0.33,0.38,0.46,0.41,0.42,0.32,0.26,0.25,0.26,0.2,0.22,0.2,0.26,0.27,0.28,0.29,0.29,0.28,0.26,0.26,0.26,0.28,0.25,0.27,0.26,0.16313,0.15934,0.13911,0.13412,0.1553,0.16326,0.15864,0.16829,0.17514,0.14684,0.14,0.15,0.14,0.14,0.14,0.14,0.19,0.19,0.21,0.21,3273177.0,3367082.0,3463524.0,3562469.0,3664599.0,3770874.0,3881994.0,3997869.0,4117659.0,4240859.0,4367744.0,4498616.0,4633452.0,4772039.0,4911421.0,5047922.0,5181195.0,5308297.0,5433225.0,5564474.0,5703869.0,5852029.0,6008392.0,6171874.0,6341801.0,6520705.0,6710885.0,6909837.0,7113636.0,7321832.0,7536001.0,7754289.0,7974514.0,8196551.0,8416997.0,8632681.0,8843423.0,9051539.0,9261526.0,9478564.0,9704287.0,9938027.0,10180950.0,10434504.0,10698691.0,10974057.0,11263387.0,11563869.0,11872929.0,12195029.0,12530121.0,12875880.0,13231833.0,13595566.0,13970308.0,14356181.0,14751356.0,15157793.0,15574909.0,16000781.0,16436120.0,16876720.0,17316449.0,17763163.0,,-0.039837651,0.008651582,-0.019250425,-0.025353048,-0.066738345,-0.149980158,-0.024531322,-0.041121036,-0.032738518,-0.098635823,-0.073456421,-0.031085404,-0.061628066,,0.735723555,0.698005259,0.61187619,0.556838155,0.777262628,0.6408903,0.668252289,0.635539532,0.692353189,0.719533265,0.743729651,0.686937034,0.629223466,,0.739952981,0.714047134,0.672880828,0.757378459,0.76881212,0.751883209,0.770918489,0.680120647,0.724697053,0.711035073,0.783817947,0.745732069,0.713894129,,-0.101181716,-0.212800011,-0.180600435,-0.236698076,-0.342831403,-0.250397652,-0.056255583,-0.000332717,0.047028355,0.081302553,0.073607929,0.135668606,,,4.417352676,4.679986954,4.683499813,4.335114002,4.372156143,3.834201574,3.668736935,3.647367001,4.394777298,4.61700058,4.59453392,4.683024883,4.769377232,,7.6508708,7.672031879,7.680748463,7.676658154,7.688910961,7.677021027,7.690368176,7.694376469,7.704609871,7.737988472,7.774625301,7.812208176,7.850693703,,0.760252059,0.718461037,0.756298721,0.810355306,0.76029408,0.602409363,0.711077392,0.822957873,0.855522096,0.70153451,0.838994384,0.743759334,0.739354789
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92664,3.89485,3.73867,3.25468,3.32,3.32,3.25,3.06,2.95,3.1,3.07,3.12,3.24,3.24,6608000.0,6655000.0,6696000.0,6732000.0,6765000.0,6794000.0,6841000.0,6880000.0,6915000.0,6945000.0,6972000.0,7013000.0,7053000.0,7091000.0,7128000.0,7163000.0,7214000.0,7258000.0,7297000.0,7332000.0,7362000.0,7405000.0,7440000.0,7468000.0,7489000.0,7504000.0,7536000.0,7558000.0,7572000.0,7581000.0,7586000.0,7595636.0,7646424.0,7699307.0,7734639.0,7625357.0,7617794.0,7596501.0,7567745.0,7540401.0,7516346.0,7503433.0,7496522.0,7480591.0,7463157.0,7440769.0,7411569.0,7381579.0,7350222.0,7320807.0,7291436.0,7234099.0,7199077.0,7164132.0,7130576.0,7095383.0,7058322.0,7020858.0,6982604.0,6945235.0,6899126.0,6834326.0,6664449.0,6618026.0,,,-0.16763486,,-0.179559156,-0.172066644,-0.186329663,-0.131628886,-0.100974515,0.071065128,-0.062290821,-0.06780187,-0.077337377,-0.09851145,,,0.452781171,,0.372881293,0.462647259,0.440458298,0.460574687,0.532839715,0.531597257,0.545892,0.614370823,0.684846342,0.739891827,,,0.576048136,,0.543799102,0.532202303,0.545480609,0.514332354,0.529108465,0.497755259,0.496241003,0.534827054,0.50972122,0.558940828,,,-0.142876536,,-0.070984736,-0.067637593,-0.002128795,-0.009177983,0.1049252,0.198361039,0.235008627,0.169595033,0.109036274,,,,4.750383854,,4.380311966,4.461304188,4.815186501,5.154521942,5.101840496,5.112728596,5.317685127,5.752754688,5.122031212,5.936493397,,,9.409686089,,9.438573837,9.448421478,9.470233917,9.464881897,9.495140076,9.481352806,9.493848801,9.526675224,9.550297737,9.584803581,,,0.844413042,,0.770126104,0.725563347,0.773210645,0.819430411,0.828068733,0.782708704,0.81625104,0.894894958,0.883770406,0.852945328
,0.18,0.18,0.13,0.11,0.13,0.17,0.14,0.16,0.18,0.17,0.18,0.19,0.24,0.26,0.29,0.29,0.27,0.32,0.22,0.31,0.25,0.17,0.13,0.1,0.15,0.09,0.13,0.11,0.19,0.15,0.13,0.12,0.08,0.08,0.07,0.06,0.06,0.06,0.09,0.12053,0.12574,0.1275,0.13018,0.13092,0.12713,0.13536,0.13307,0.17189,0.176,0.16,0.17,0.18,0.22,0.12,0.12,0.1,0.14,0.17,0.17,2301310.0,2341065.0,2382914.0,2426750.0,2472686.0,2520576.0,2569736.0,2620396.0,2672370.0,2724901.0,2778557.0,2832392.0,2886642.0,2942333.0,2998843.0,3055916.0,3112863.0,3172195.0,3235170.0,3300032.0,3367477.0,3437108.0,3509197.0,3585773.0,3666262.0,3749419.0,3842917.0,3947865.0,4056215.0,4159163.0,4325388.0,4378169.0,4301566.0,4295689.0,4314953.0,4324149.0,4347370.0,4405028.0,4449975.0,4475145.0,4584067.0,4857096.0,5140113.0,5350907.0,5533329.0,5683334.0,5809774.0,5939163.0,6090860.0,6259842.0,6436698.0,6612385.0,6788587.0,6964859.0,7140688.0,7314773.0,7493913.0,7677565.0,7861281.0,8046828.0,8233970.0,8420641.0,8605718.0,8791092.0,,0.108501159,0.255545825,0.155825153,,0.019764848,0.012259717,,-0.064522095,0.040410601,0.058140013,0.113659732,0.086719848,0.101580702,,0.679001093,0.720373392,0.716396332,,0.726268828,0.769738138,,0.719510674,0.681497633,0.624296129,0.681202114,0.710613549,0.716484487,,0.505072296,0.581780553,0.533603728,,0.513531804,0.44580394,,0.520901799,0.570266843,0.625105619,0.583939135,0.600368202,0.551628053,,-0.314346373,-0.139664799,-0.189853638,,-0.197247237,-0.186128721,,-0.258654922,-0.195366412,-0.183698133,-0.17729196,-0.091980204,,,3.628185034,3.585127354,2.997251034,,4.133955956,4.501643658,,4.514291286,4.499970436,4.908617973,4.732953072,4.089562416,4.305683136,,6.975739002,7.025130272,7.053083897,,7.09006834,7.127896786,,7.411629677,7.433750629,7.181039333,7.218076706,7.237275124,7.26616621,,0.561355948,0.686470926,0.590737224,,0.811872959,0.781580985,,0.708426833,0.868556499,0.610593736,0.656723499,0.652287126,0.649638355
,1.51,1.0,1.16,1.09,1.18,1.28,1.35,1.3,1.27,1.41,1.49,1.33,1.42,1.38,1.34,1.33,1.21,1.12,1.02,1.07,1.05,1.07,1.05,1.02,1.01,0.98,0.97,0.98,0.97,0.97,1.12,1.21,1.18,1.24,1.26,1.25,1.33,1.32,1.3,1.29,1.34,1.47,1.06214,1.07371,1.09821,1.13767,1.13294,1.21892,1.22072,1.29,1.31,1.35,1.24,1.29,1.27,1.28,1.25,1.25,1.26,1646400.0,1702400.0,1750200.0,1795000.0,1841600.0,1886900.0,1934400.0,1977600.0,2012000.0,2042500.0,2074507.0,2112900.0,2152400.0,2193000.0,2229800.0,2262600.0,2293300.0,2325300.0,2353600.0,2383500.0,2413945.0,2532835.0,2646466.0,2681061.0,2732221.0,2735957.0,2733373.0,2774789.0,2846108.0,2930901.0,3047132.0,3135083.0,3230698.0,3313471.0,3419048.0,3524506.0,3670704.0,3796038.0,3927213.0,3958723.0,4027887.0,4138012.0,4175950.0,4114826.0,4166664.0,4265762.0,4401365.0,4588599.0,4839396.0,4987573.0,5076732.0,5183688.0,5312437.0,5399162.0,5469724.0,5535002.0,5607283.0,5612253.0,5638676.0,5703569.0,5685807.0,5453566.0,5637022.0,5917648.0,,0.127691716,0.282540202,0.035127562,-0.084891513,-0.028796369,-0.159600928,,0.103942573,0.143033519,0.139111534,0.132903278,0.125963226,,,0.756873548,0.866892278,0.660659015,0.77638185,0.846184611,0.821816325,,0.827102542,0.834887624,0.886890888,0.903735638,0.926127851,0.91607821,,0.750798464,0.700188398,0.720842063,0.499599397,0.602475941,0.48275423,,0.769632816,0.841017604,0.803123772,0.823988736,0.800114393,0.787092984,,0.431533277,0.405456036,0.505372524,0.472612709,0.480224341,0.544697285,,0.707473397,0.543806016,0.574965596,0.672654569,0.708121538,,,6.462702751,6.833754539,6.641956806,6.144676685,6.531401634,6.561041832,,6.53320694,7.062364578,6.619524956,6.033480644,6.378437996,6.374564171,,11.08806515,11.13360596,11.09810925,11.06189728,11.18602848,11.22675133,,11.27589321,11.30101299,11.31131172,11.3220253,11.35668564,,,0.904328883,0.920632064,0.845258594,0.866255283,0.864162147,0.904473901,,0.807910562,0.822033048,0.86643666,0.925128222,0.897349894,0.902840674
,,,,,,,,,,,,,,,,,,,,,4.11,4.02,3.54,3.42,3.3,3.71,3.54,3.31,2.72,3.34,3.07,4.86,5.31,5.52,5.53,5.36,5.0,4.59,5.04,5.13,4.65,4.32,4.51,4.51,4.7,5.7,5.7,5.16,5.09,4.59,4.94,4.58,4.55,5.37,5.73,4.35,4.59,4.66,4.54,1584720.0,1594131.0,1603649.0,1616971.0,1632114.0,1649160.0,1669905.0,1689528.0,1704546.0,1713874.0,1724891.0,1738335.0,1752233.0,1766697.0,1776132.0,1793581.0,1820249.0,1842377.0,1862548.0,1882599.0,1901315.0,1906531.0,1910334.0,1922321.0,1932154.0,1941641.0,1965964.0,1989776.0,1995196.0,1996351.0,1998161.0,1999429.0,1996498.0,1991746.0,1989443.0,1989872.0,1988628.0,1985956.0,1981629.0,1983045.0,1988925.0,1992060.0,1994530.0,1995733.0,1997012.0,2000474.0,2006868.0,2018122.0,2021316.0,2039669.0,2048583.0,2052843.0,2057159.0,2059953.0,2061980.0,2063531.0,2065042.0,2066388.0,2073894.0,2088385.0,2102419.0,2108079.0,2111986.0,2120937.0,,0.039645221,,,-0.021583727,0.026649822,-0.027567947,-0.022012195,0.033471618,0.049876269,0.005252473,-0.057398662,-0.027939947,-0.12239641,,0.935824215,,,0.895956635,0.895522416,0.907440901,0.904386282,0.890059829,0.887747705,0.896007299,0.903551102,0.920862675,0.942045867,,0.652222455,,,0.640713274,0.67081368,0.651520729,0.656376362,0.635099649,0.619817793,0.659085035,0.626205564,0.615109682,0.643971622,,1.077185631,,,0.994964957,0.957573533,1.013063908,0.96744442,0.94207418,0.960940123,0.970074892,1.000279665,0.949709475,,,5.811264515,,,5.830160618,6.082555294,6.035964012,6.062891006,5.974888802,5.678395271,5.740642071,5.936821461,6.166837692,6.249419212,,10.25376892,,,10.2559576,10.26389885,10.26829433,10.23913479,10.22639275,10.25476551,10.27635193,10.30661774,10.35458946,10.39720345,,0.936075211,,,0.918696642,0.917203367,0.931166053,0.924753785,0.932119727,0.908347547,0.901163757,0.934487343,0.928187847,0.940971196
,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,4e-05,4e-05,2e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2870732.0,2945662.0,3022827.0,3102170.0,3183590.0,3267593.0,3353665.0,3441799.0,3532420.0,3625274.0,3720977.0,3818389.0,3918220.0,4022336.0,4125823.0,4228289.0,4333779.0,4449505.0,4777703.0,5408813.0,5892224.0,5934938.0,5951805.0,6142513.0,6369020.0,6630637.0,6908579.0,7158004.0,7160461.0,7035378.0,6999096.0,6732702.0,6428141.0,6620729.0,6959828.0,7210930.0,7472450.0,7734313.0,8056862.0,8384479.0,8721465.0,9070747.0,9411103.0,9758281.0,10117354.0,10467292.0,10784973.0,11118092.0,11444870.0,11730037.0,12026649.0,12216837.0,12440326.0,12852485.0,13309235.0,13763906.0,14292847.0,14864221.0,15411094.0,15981300.0,16537016.0,17065581.0,17597511.0,18143378.0,,,,,,,,,,,,,,,,,,,,,,,,0.873878837,0.967869282,0.917322814,,,,,,,,,,,,0.834453702,0.900667667,0.891423166,,,,,,,,,,,,-2.315310478,-2.191099167,-2.134840965,,,,,,,,,,,,5.528272629,5.353644848,4.667941093,,,,,,,,,,,,,,,,,,,,,,,,,,0.610835552,0.599281073,0.594416559,,
